id,date_of_birth,number_dependants,credit_utilization,debt_to_income_ratio,monthly_income,number_open_credit_lines,number_open_loans,number_90_days_past_due,number_charged_off,score1,score2,target
13794,1979-10-25,0,0.01564690073734115,0.3762913268337651,2000,4,3,0,0,788,659,0
13795,1932-11-17,0,0.09395767667638869,0.44442344992203864,2400,6,1,1,0,810,509,0
13796,1951-02-18,1,0.026574135706466905,0.26646374842404824,2000,1,0,0,0,707,538,0
13797,1951-12-05,2,0.15304365866590622,0.48759356638691376,2000,3,1,1,0,707,824,0
13798,1992-12-25,2,0.016134620357877043,0.1477760871137948,2200,5,3,0,0,507,775,1
13799,1979-11-16,1,0.009599231025717931,0.5521220859576302,2100,2,4,0,0,788,803,0
13800,1992-01-29,0,0.024025211586431103,0.15409768178662178,2700,7,1,0,0,762,812,0
13801,1962-03-13,0,0.0686948243011595,0.19620701324409834,2000,9,1,0,1,585,655,0
13802,1985-02-20,0,0.056424498433469965,0.08835982975487765,2100,5,2,0,0,724,501,0
13803,1942-06-26,0,0.030404391163401785,0.5677384758669175,2200,2,1,1,0,528,571,0
13804,1948-04-07,0,0.08717339031276018,0.2580148015188242,3900,6,4,0,0,839,741,0
13805,1946-08-25,0,0.025617393889954817,0.2727078162075141,2000,5,2,0,0,561,532,1
13806,1956-11-08,0,0.07319330518054416,0.4335009746045063,2200,8,4,0,0,750,630,0
13807,1940-12-31,0,0.01899187746704249,0.3247081359675074,2000,4,3,0,0,700,566,1
13808,1945-05-04,0,0.13353121690010977,0.15993908080264221,2400,3,1,0,0,603,605,0
13809,1950-03-31,0,0.07295365032292113,0.3582148090654287,2000,4,1,0,0,634,652,0
13810,1935-03-31,0,0.0697506245858248,0.439403652082656,3000,5,3,0,0,566,661,0
13811,1940-05-29,0,0.09452634746396202,0.3734620740908988,2100,6,2,0,0,537,503,0
13812,1964-10-05,0,0.03804340075673983,0.2959422944789983,2300,2,5,0,1,782,799,0
13813,1971-11-13,1,0.0416069319878691,0.42907445214178125,2300,2,0,1,0,832,796,0
13814,1936-08-14,0,0.0893128250917882,0.3609293183685346,2000,6,0,0,0,580,588,0
13815,1949-01-15,1,0.019963811822721757,0.12682383138335634,2300,6,4,0,0,713,701,0
13816,1938-01-21,2,0.01589977147540289,0.33665079039727136,2100,2,1,0,0,559,552,1
13817,1933-08-31,1,0.07113122478260404,0.3232006983020083,2600,3,6,0,0,710,709,0
13818,1954-05-26,1,0.14034735800018405,0.15543054697306438,2100,4,1,0,0,612,623,1
13819,1939-12-11,0,0.009066229013893123,0.32477024844963825,2300,7,1,0,0,697,729,1
13820,1969-10-24,0,0.010053049437231492,0.49671229968394937,2300,4,4,0,0,648,619,0
13821,1966-06-22,1,0.0743693284227727,0.4625404994259743,2200,5,1,0,0,727,625,0
13822,1942-07-11,0,0.04235579327268294,0.2556081358295361,2000,6,3,0,0,684,712,0
13823,1963-04-05,0,0.05912974725018013,0.6894568079225079,2700,4,1,0,1,541,773,1
13824,1937-06-27,0,0.004379757977808471,0.41499862437068497,2200,3,2,0,0,598,733,0
13825,1934-08-06,0,0.015160605959257827,0.3716155777724243,2100,8,5,0,0,760,696,0
13826,1958-09-17,1,0.05191056160100529,0.2238033019963188,2000,6,3,0,0,616,753,0
13827,1969-12-29,1,0.1123316004613673,0.3578178350776786,2100,9,2,0,1,765,682,0
13828,1953-04-25,2,0.005217908450946967,0.23963247578860097,2500,8,2,0,0,704,538,1
13829,1993-05-19,0,0.02488797148263891,0.17942265101437033,2300,8,3,0,0,507,766,0
13830,1932-08-04,0,0.0028925603977909197,0.34403048219863935,2000,7,0,0,0,660,716,0
13831,1929-12-26,0,0.058883030910151624,0.21091967308322412,2300,3,4,0,1,640,579,0
13832,1977-02-05,0,0.06562490865419449,0.48103247243193925,2100,2,1,0,0,692,741,0
13833,1976-01-03,0,0.02520167028251626,0.249054597197488,2000,4,3,0,0,693,633,0
13834,1992-07-25,1,0.0075946118770636875,0.37254439233554604,2900,6,3,0,0,631,580,0
13835,1970-05-16,2,0.009894806099379741,0.19625470250886448,2000,6,2,0,0,721,538,0
13836,1988-04-01,0,0.005961454999249289,0.38975727313094416,2600,4,1,1,0,532,696,0
13837,1986-12-20,0,0.05796037416309238,0.5194572079426456,2000,4,6,0,0,752,505,1
13838,1974-12-20,2,0.0333544591453729,0.17450461998033992,2600,3,3,0,0,693,736,0
13839,1978-10-27,0,0.010237248250316753,0.24846920709257037,2000,5,3,0,0,544,809,0
13840,1970-11-17,1,0.003986578119189685,0.5155708196607135,3100,4,1,0,0,707,770,0
13841,1949-02-05,1,0.11582412090842926,0.37640342158965984,2100,3,1,0,0,779,748,0
13842,1929-02-19,0,0.032494814431033,0.24145069127238922,2100,9,0,0,0,533,526,0
13843,1977-07-22,0,0.029676290847300637,0.3856961809735681,2000,5,2,0,1,582,574,0
13844,1948-09-04,1,0.04593788718066889,0.43814215639198273,2200,2,1,0,0,645,815,0
13845,1971-04-10,1,0.016993760245243596,0.49270148222937094,2000,7,2,0,0,522,500,0
13846,1991-03-09,0,0.02154765768414004,0.3340482133283661,2400,8,1,0,0,629,741,0
13847,1993-10-30,1,0.1064460498545594,0.5125118327754605,2500,10,4,0,0,559,660,0
13848,1935-05-30,0,0.04968951419507627,0.54057766320101,2100,4,2,0,0,670,529,1
13849,1940-04-12,0,0.05072299879344743,0.3306624789296851,2300,7,0,0,0,592,583,0
13850,1947-12-22,2,0.029917584969965414,0.2689331132329903,2000,6,3,0,0,534,753,0
13851,1973-11-06,4,0.06301494913054856,0.21521722458493228,2100,6,3,0,0,667,557,0
13852,1997-06-21,0,0.08186270781479907,0.20607624472741162,2200,0,2,0,1,833,623,0
13853,1982-10-03,1,0.11404598701893248,0.4561703933986312,2300,4,4,0,0,782,520,0
13854,1979-04-08,0,0.033346851692889805,0.38727961922928594,2200,10,2,0,0,723,705,0
13855,1946-08-17,1,0.03925182096014944,0.3561214303858871,2100,4,1,0,1,502,831,0
13856,1984-04-17,3,0.06062411597069961,0.28581823469905004,2200,6,1,0,0,736,793,0
13857,1937-01-04,2,0.12006267012344064,0.2543882332872327,2000,3,2,0,0,503,737,0
13858,1945-03-27,0,0.039703213492335736,0.4857989579811001,3700,5,3,1,0,737,543,0
13859,1993-01-02,0,0.02098760551183111,0.3133668516700559,2200,5,1,0,0,837,736,0
13860,1986-04-18,1,0.14720165231986793,0.2649754402884221,2300,5,2,0,0,721,537,0
13861,1939-06-16,0,0.07854297534670192,0.2906310817985655,2300,5,3,0,0,612,695,0
13862,1969-08-02,0,0.17695733854672727,0.4570342149640174,2300,5,3,0,0,669,520,0
13863,1992-09-04,1,0.06413076958339224,0.344904104646488,2700,6,2,0,0,823,582,0
13864,1979-07-06,1,0.00010429194346225108,0.2610535766905995,3000,4,2,0,0,605,567,0
13865,1995-03-06,1,0.007185669334466395,0.35890662347862984,2000,3,3,0,0,516,746,0
13866,1992-03-24,0,0.13771408947076147,0.40099458683361283,2000,7,0,0,0,791,725,0
13867,1958-10-19,0,0.07636190242220038,0.34276688763158103,2200,6,1,0,0,772,517,0
13868,1949-03-27,0,0.0178982512289153,0.5140898596059293,2300,3,2,0,0,617,711,0
13869,1990-07-21,0,0.05349199122857177,0.1912257151105729,2100,4,1,0,0,832,529,0
13870,1947-06-02,1,0.05490775095270804,0.21558722800830535,2000,8,0,0,0,781,533,1
13871,1981-07-03,0,0.07681517301580768,0.3447176437226194,2700,6,1,0,1,698,576,0
13872,1931-07-06,0,0.02595936112442227,0.3851087010328665,2300,11,2,1,0,584,816,0
13873,1931-06-01,1,0.006849509471337587,0.3137004080075962,2500,3,1,0,0,647,830,0
13874,1980-08-14,0,0.0004808077042233945,0.3194519692074886,2000,2,1,0,0,576,702,0
13875,1985-11-21,0,0.06709103642065103,0.34445684358345735,2400,7,2,0,0,790,724,0
13876,1988-12-16,1,0.005528986075741891,0.43323770814868445,2300,6,1,0,0,520,818,0
13877,1996-12-22,0,0.04402252721892511,0.2482137702640311,2000,7,1,0,0,781,807,0
13878,1939-03-31,0,0.03943867151256108,0.24202442037178354,3700,12,2,0,1,746,776,0
13879,1951-12-27,0,0.014600266451137003,0.49404270533468764,2100,8,3,1,0,644,724,0
13880,1998-06-16,1,0.09784842221073552,0.339506824660127,2000,5,4,0,0,811,626,0
13881,1928-12-31,1,0.03794983711165211,0.3063036009712195,2000,1,4,0,0,613,743,0
13882,1983-08-08,0,0.020441577937047012,0.19865195402200655,2700,4,2,0,0,657,728,0
13883,1966-01-21,0,0.028164225544912803,0.2182108537190642,2000,8,3,0,0,714,793,0
13884,1972-08-08,0,0.04340661842517511,0.3855127363228059,2200,6,2,0,0,831,639,0
13885,1977-04-03,1,0.08830683768201027,0.18662371664445468,2300,8,4,0,0,502,560,0
13886,1954-10-02,0,0.010656328825022888,0.4046416529854612,2000,2,0,0,0,836,720,0
13887,1950-06-25,0,0.1089862904439457,0.29959148571041827,2100,6,1,0,0,800,504,1
13888,1962-05-02,2,0.009048461467311168,0.7530842949154758,2100,4,1,0,0,579,719,1
13889,1951-07-24,1,0.006340045814888268,0.40927473930431846,2200,7,2,0,1,704,799,0
13890,1950-05-08,1,0.05180949134848188,0.2365045541197911,2000,4,1,0,0,806,650,0
13891,1990-05-19,4,0.0850674156906427,0.2609584800573829,2100,6,1,0,1,661,578,0
13892,1960-11-23,0,0.08098633489524533,0.2953603748010253,2200,5,2,1,0,726,618,0
13893,1996-09-27,0,0.035943731262592905,0.41119072998946327,2300,4,1,0,0,547,582,0
13895,1935-01-26,0,0.03613740938845447,0.09122078287338081,2300,5,3,0,0,835,613,0
13896,1949-07-26,0,0.017693087309391176,0.27894969367401523,2100,2,3,0,0,699,698,0
13897,1989-11-30,1,0.000764301247751998,0.4685259326540147,2000,6,1,0,0,595,568,1
13898,1931-07-06,0,0.12342914349195933,0.1267113031904588,2000,7,1,0,0,712,559,0
13899,1993-11-24,0,0.009606830401211778,0.38059547855353704,2300,4,1,0,0,771,649,0
13900,1985-05-02,1,0.05422914099794338,0.41637313096346085,2300,4,2,0,0,647,681,0
13901,1961-02-28,1,0.0101843820265754,0.24026348509671017,2100,7,2,0,1,776,771,0
13902,1978-03-13,0,0.041997801800201316,0.4485834852951834,2000,5,2,0,0,691,690,0
13903,1940-07-04,0,0.030076994650477206,0.27943581591378414,2800,4,0,0,0,746,798,0
13904,1934-07-16,1,0.06681223118201973,0.2259334559363068,2000,6,0,0,1,794,501,0
13905,1991-06-28,0,0.09781276562697609,0.23288916906277402,2100,9,3,1,0,721,591,0
13906,1943-10-01,0,0.029756205255799466,0.3304045423628171,2000,5,2,0,1,594,557,1
13907,1963-07-24,2,0.013651028201664424,0.3538335665390304,2100,4,1,0,0,514,739,0
13908,1940-07-11,0,0.020550733717534037,0.2862463928031742,2400,5,1,1,0,574,822,0
13909,1998-12-11,1,0.011869727526579305,0.3731358582620217,2000,4,4,0,0,607,692,1
13910,1989-10-04,0,0.2652873150112624,0.4045204178152283,2300,3,1,0,0,676,547,0
13911,1980-06-27,0,0.002875239868867214,0.2663764605164426,2000,5,2,0,0,706,657,0
13912,1955-05-21,0,0.04015872138263128,0.2930213537482961,2000,5,1,0,0,571,836,0
13913,1982-05-07,1,0.05124170148448153,0.3092039007126817,2500,5,1,0,0,759,764,0
13914,1981-07-18,0,0.05046803436912148,0.3809043767045793,2500,5,1,0,0,758,536,0
13915,1957-11-15,0,0.0238763165243809,0.23383665502001974,2100,1,2,0,0,830,705,0
13916,1996-02-09,0,0.018820985048778174,0.38782558235603837,2600,7,2,0,0,558,823,0
13918,1971-08-14,1,0.11309644095817764,0.5965588463292967,2000,4,0,0,0,814,548,1
13919,1981-05-01,2,0.09953102546946592,0.3977784981856044,2900,5,0,0,0,670,689,0
13921,1985-03-19,0,0.006695595383544107,0.43025611364295746,2100,11,3,0,0,609,564,0
13922,1976-05-03,0,0.0530727225345574,0.4751050996125339,2200,6,1,0,0,783,725,0
13923,1993-09-19,0,0.024701071209351326,0.3069421375344394,3000,6,1,0,0,758,505,0
13924,1968-12-02,0,0.012149441234098389,0.4549024154800063,2200,6,1,0,0,780,696,0
13927,1971-04-07,1,0.08665467977909734,0.29019492213181175,3000,7,2,0,0,649,637,0
13928,1950-10-25,0,9.863534857644347e-07,0.44634511610229066,2000,6,7,0,0,551,683,0
13930,1970-08-14,0,0.007890775088438976,0.373742469322479,2300,2,3,0,0,605,804,0
13931,1985-03-07,0,0.0039627278700801885,0.213885450385416,2000,7,2,1,0,647,753,0
13932,1957-03-12,0,0.0006856193349128057,0.22963558306545293,2100,5,0,0,0,808,617,0
13933,1951-04-30,0,0.007394184480309904,0.2331656536367551,2100,5,2,0,0,770,611,0
13935,1969-10-10,1,0.07888262081146334,0.5491267072750924,2500,4,1,0,0,729,575,0
13936,1939-06-15,1,0.057572540871121736,0.427114921054113,2300,4,3,0,0,765,644,0
13937,1978-01-20,0,0.012414022548896567,0.4992072684422518,2100,9,3,0,1,612,632,0
13938,1976-10-26,0,0.026740011963923796,0.2552482713410881,2100,1,4,0,0,543,608,0
13939,1949-07-29,0,0.07054268083030155,0.5749700665215515,2200,5,3,0,0,822,592,0
13940,1961-06-05,0,0.05161907104906642,0.11489580295260322,2100,3,2,0,0,739,621,1
13941,1989-09-11,0,0.007041334804734325,0.29497727695933,2900,3,3,2,0,639,823,0
13942,1966-12-05,0,0.0068843681853654965,0.5302530108245997,2000,5,1,0,0,597,665,0
13943,1959-08-12,1,0.0037847943678912537,0.4638390211526826,2900,6,4,0,0,837,673,0
13944,1953-02-03,1,0.0661749703585497,0.23533227202644197,2000,8,0,0,0,800,738,0
13945,1933-10-13,0,0.00413429569244994,0.5185704148830016,2900,3,2,0,0,663,620,0
13946,1983-10-04,0,0.08334371297132337,0.22198274256610545,2100,6,4,0,0,806,817,0
13947,1973-07-02,1,0.013458714155066293,0.32573960668094676,2400,8,1,0,0,746,780,0
13948,1990-11-18,1,0.015215396420133614,0.3955248230537573,2100,2,2,0,0,590,792,0
13949,1944-06-17,0,0.0019267319435090171,0.3977589792492355,2400,1,1,0,0,537,540,0
13950,1970-04-13,0,0.17057537015032412,0.2841439000741559,2000,4,1,0,0,669,819,0
13951,1998-06-29,0,0.05277083429051871,0.36128193678354337,2200,7,1,0,0,696,656,0
13952,1972-08-07,0,0.008510353834535645,0.28121010158310306,2400,5,3,0,0,541,643,1
13953,1987-12-05,0,0.009219422169615602,0.649153640919675,2800,6,1,0,0,571,635,0
13954,1979-01-25,1,0.11260408400358672,0.26283140823382184,2100,4,2,0,0,752,753,0
13955,1983-05-13,1,0.12213292733220392,0.16336260647802955,2200,6,0,1,0,525,634,0
13956,1973-11-27,0,0.021029731505315594,0.22917956622256722,2200,6,2,0,0,510,702,0
13957,1950-05-19,0,0.09540926717683812,0.5176727401442854,2000,5,2,0,0,558,543,0
13958,1981-04-08,0,0.1603971086901561,0.4958381344570175,3200,7,2,0,0,590,784,0
13959,1965-07-29,2,0.12352696342748544,0.2780956009503504,2100,5,4,0,0,583,679,0
13960,1976-05-12,0,0.0016751144058951555,0.3933742607802969,2100,6,1,0,0,591,536,0
13961,1958-02-10,1,0.11567266296160972,0.46025361249484226,2400,4,1,0,0,620,535,0
13962,1946-11-04,0,0.026385938506335416,0.3330637164042284,3000,4,0,0,0,685,732,0
13963,1931-12-05,0,0.11197263690926089,0.36748456157778614,2100,2,5,1,0,657,838,0
13964,1972-07-12,1,0.08774373651404138,0.4745510500122817,3000,3,0,0,0,824,576,0
13965,1990-09-13,0,0.012508160602244892,0.24873278677955868,2900,7,2,0,0,586,560,0
13966,1963-10-04,0,0.0693071570486063,0.10515190866576928,2300,4,2,0,0,758,580,0
13967,1984-09-17,3,0.016829916748632514,0.32447503735025496,2200,3,2,0,0,609,765,0
13968,1957-06-23,1,0.027573569989298545,0.17412971629966786,2400,8,2,0,0,718,611,0
13969,1964-05-13,0,0.07486893574972184,0.19962307260493461,2100,3,1,0,2,654,729,1
13970,1974-07-06,0,0.12873448714340005,0.43332331092993887,2100,6,2,1,0,776,584,1
13971,1953-03-18,0,0.03243593359787997,0.30981517102499906,2100,9,4,0,0,580,769,0
13972,1955-05-06,0,0.036606862799685475,0.24799176195752073,2700,4,1,0,0,578,526,0
13973,1931-02-28,0,0.06909454161399826,0.1692154750005296,2200,5,0,1,0,694,517,0
13974,1976-12-25,0,0.0879456602873424,0.2428034522587268,2100,8,1,0,0,758,692,0
13975,1980-06-23,0,0.007780750149741202,0.3081080039297718,2100,5,4,0,0,618,611,0
13976,1991-12-07,1,0.05646971454247512,0.47178368474164595,3000,2,1,0,1,739,765,0
13977,1950-02-08,1,0.05331088975585612,0.5334531744508432,2700,4,3,0,0,588,518,0
13978,1994-09-13,2,0.027258903218569594,0.21806201785908724,2100,8,5,0,1,649,608,0
13979,1977-10-21,1,0.0829983837946636,0.336034920101809,2000,3,2,1,0,775,673,0
13980,1961-09-30,0,0.0059785825915928585,0.47520217437547974,2000,1,1,0,1,503,518,0
13981,1948-08-16,0,0.15988017439651353,0.2189292776477311,2200,7,5,1,1,650,601,0
13983,1945-01-19,0,0.02225947109086312,0.3178786399803327,2800,4,1,0,0,647,632,0
13984,1932-11-15,0,0.03558329740640581,0.40370527891703845,2100,3,3,0,0,649,579,0
13985,1971-02-11,0,0.004110998355970545,0.3271452272638237,2000,5,2,0,0,546,522,0
13986,1997-10-25,2,0.04035248826924247,0.5626106208686823,2000,8,0,0,0,743,696,0
13987,1956-09-11,1,0.024590708396526856,0.38753140400339187,2000,5,1,0,0,716,598,0
13988,1987-10-24,1,0.05709996198392608,0.31539105179720334,2200,10,1,0,0,566,656,0
13989,1956-11-24,1,0.03672160760321891,0.4185465154449477,2100,7,4,0,0,569,697,0
13990,1945-06-20,0,0.008147184976451909,0.3498648543126398,2400,6,2,0,1,640,723,0
13991,1976-06-24,0,0.07455265142479953,0.2991653200368239,2200,3,0,0,0,528,700,0
13992,1950-09-29,0,0.0193061701393459,0.30975016474886297,2300,6,3,0,0,725,763,0
13993,1986-02-14,2,0.210220398551312,0.5430036192145575,2700,8,2,0,1,825,546,0
13994,1962-03-26,0,0.007929269352678483,0.30667663780453647,2400,2,3,0,1,653,724,0
13995,1948-10-23,-1,0.020238358384062367,0.4009607848625618,2000,4,1,0,0,548,650,0
13996,1929-11-02,1,0.06885704846041882,0.44993578862757866,2000,4,3,0,0,750,633,0
13997,1993-11-29,0,0.0032560677852280324,0.39026064445216135,2000,8,3,0,0,777,617,0
13998,1969-05-20,2,0.06285053819781368,0.18689103205677873,2100,3,4,1,1,748,752,0
13999,1942-01-17,0,0.058341734943494206,0.4666888447689606,2000,3,2,0,0,560,705,0
14000,1933-02-10,0,0.018967401281185015,0.26705564771586293,2700,7,3,0,1,613,835,0
14001,1948-05-15,0,0.07476885176979192,0.34758423922746523,2200,8,1,0,0,652,621,0
14002,1973-01-22,0,0.08448105349214885,0.21294908211494673,2100,2,2,0,0,781,745,0
14003,1937-04-11,0,0.00523723058989293,0.39963942614744485,2300,10,2,0,0,685,670,0
14004,1996-03-07,0,0.17311706056980714,0.5970680051327499,2100,2,1,1,0,756,717,0
14005,1967-10-25,0,0.04470827154745214,0.18920442793988254,2400,5,4,0,1,524,577,0
14006,1975-03-31,0,0.012323891331547923,0.20582808298500202,2700,2,3,0,0,565,640,0
14007,1977-09-19,1,0.003163911507936502,0.10473880050564639,2100,3,2,0,0,755,748,0
14008,1958-03-21,4,0.004967515887370754,0.15682979683073997,2700,9,2,0,0,674,628,0
14009,1937-11-11,3,0.018941375242886915,0.3659722554628607,2800,5,3,0,0,605,788,0
14010,1931-10-14,1,0.04517218836358457,0.5052793087749002,2700,3,3,0,0,835,729,0
14011,1949-07-12,0,0.11473688357498504,0.5837422576870542,2900,4,3,0,0,618,741,0
14012,1936-01-12,0,0.01826369240665918,0.43867791859701044,2100,2,1,0,0,743,622,0
14013,1945-08-29,0,0.04016291188153054,0.2297244797136712,2000,6,1,0,0,530,593,0
14014,1958-11-21,0,0.012358155315836209,0.28851339761330613,2000,2,0,0,0,752,679,0
14015,1991-03-12,0,0.10091868073870443,0.30031355746360316,2400,3,0,0,0,819,601,0
14016,1994-06-26,2,0.07813956074461771,0.1714591132612226,2200,8,2,2,0,748,662,0
14017,1978-01-13,1,0.045717054634362264,0.12099717525655111,2000,1,2,0,0,597,837,1
14018,1952-03-05,2,0.023502268014983417,0.5400306220218941,2000,6,3,0,0,755,557,0
14019,1959-10-19,0,0.08761480001567704,0.25552633125578345,2400,2,1,0,0,572,600,1
14020,1932-04-29,0,0.04040797210527555,0.4108188744213359,2400,4,2,0,0,580,803,0
14021,1962-04-11,1,0.009632608496949534,0.3720462162912595,2300,5,3,1,0,751,569,0
14022,1992-08-20,1,0.04573149373742563,0.1322974509443675,2000,5,0,0,0,788,788,0
14023,1953-03-02,1,0.026555169782679015,0.28457258095358323,2000,4,2,0,0,514,693,1
14024,1937-02-05,0,0.012884529466145907,0.378940587916936,2100,8,4,0,0,578,752,0
14025,1962-10-28,0,0.013743785070390303,0.41360944322569443,2300,4,3,0,0,722,819,0
14026,1975-12-06,0,0.07143379844013856,0.23989865542475106,2100,2,4,0,0,664,578,1
14027,1943-06-15,1,0.014755160414569559,0.15286832133659192,2000,8,2,0,0,834,823,0
14028,1975-11-03,1,0.09819174536184125,0.2950827902210502,2300,5,1,0,0,676,795,0
14029,1983-08-16,1,0.030610028603932235,0.29978085573279667,2500,5,2,1,0,616,543,0
14030,1947-09-11,1,0.05354804698581976,0.16079492284837116,2600,6,2,0,0,706,796,0
14031,1950-10-11,0,0.02511695041241479,0.5500891745751949,2700,1,1,1,0,529,533,0
14032,1930-04-08,0,0.027125476417588695,0.2710146943996484,2100,4,0,0,1,562,658,0
14033,1993-06-27,0,0.07082708736582173,0.21703001069345676,2100,4,1,0,0,745,578,0
14034,1997-02-18,0,0.11782947496800496,0.25859095885698913,2500,7,4,0,1,645,713,0
14035,1993-12-11,0,0.02293616345247724,0.5286284622580382,2200,5,3,0,0,590,746,0
14036,1952-07-15,1,0.01603805839171193,0.24212142851825819,2000,4,2,0,0,751,521,0
14037,1977-01-30,0,0.059104921460078765,0.22534498756405122,2600,5,2,0,0,519,517,0
14038,1957-04-28,0,0.024427507642575463,0.3681122612815673,2300,2,3,0,0,521,552,0
14039,1934-02-24,0,9.71054301315796e-06,0.38757944675196576,2200,5,1,0,0,753,613,0
14041,1990-10-05,2,0.01947080621746426,0.524259768892415,2000,5,2,0,0,521,552,0
14042,1969-07-12,0,0.19908452290452702,0.29030399204799046,2000,4,3,0,1,698,718,0
14043,1953-10-17,1,0.10272979977882242,0.40415776036632794,2000,5,4,0,0,514,787,0
14044,1945-01-22,1,0.10419454847465269,0.3650544281674364,2200,5,1,0,0,716,707,0
14045,1949-03-26,0,0.021860077844918547,0.37629789598378555,2700,7,1,1,0,592,670,0
14046,1945-08-20,1,0.04315894626084428,0.4401178066515055,2600,5,1,0,0,691,745,0
14047,1934-12-30,0,0.06219706272480128,0.40406304398335874,2400,5,2,0,0,820,836,0
14048,1937-03-09,1,0.04307595501471039,0.4032488233304995,3200,9,1,0,0,828,666,0
14049,1978-11-12,0,0.0031449312640766136,0.5480939260872273,2100,0,2,0,0,555,637,0
14050,1997-07-21,0,0.04855299686616251,0.2736389053727923,2200,5,1,0,0,573,514,1
14051,1959-10-03,1,0.018257531670882378,0.24123281411359668,3200,6,1,0,0,798,650,0
14052,1970-02-24,0,0.005730539976377963,0.19719836695374404,2000,4,2,0,0,780,685,0
14053,1956-07-11,3,0.015169189112724166,0.34678661683996626,2100,7,3,0,0,828,521,0
14054,1943-03-29,0,0.06260023411972465,0.2156950977025068,2200,4,0,0,0,541,789,1
14055,1971-05-13,0,0.06891307104359475,0.3093371054122891,3100,8,0,0,0,642,510,0
14056,1959-11-26,2,0.019295181441367125,0.4146921128854991,2500,5,1,0,0,572,771,0
14057,1957-11-24,0,0.05282331352912347,0.3370974441959051,2200,5,3,0,0,728,636,0
